,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Place,Place Latitude,Place Longitude,Place Category
88,Rabot  - Blaisantvest,51.06317025937241,3.7124772608240613,Griendeplein,51.06023738481346,3.7106170039586375,Plaza
89,Rabot  - Blaisantvest,51.06317025937241,3.7124772608240613,Bloemekenspark,51.06778963084779,3.7100958824157715,Park
90,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Brasserie Leon,51.029815,3.764964,Brasserie
91,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Groenzone Jean Jaurèslaan,51.026496667384635,3.764405250549316,Park
92,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Wijkpark De Porre,51.02795421650736,3.758010864257812,Park
93,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Patisserie De Brabander,51.02927676771455,3.7654352188110356,Bakery
94,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,boxingclub WOEST,51.02961354502184,3.7654433437248396,Boxing Gym
95,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Bakkerij Filip,51.027923851368115,3.756535649299622,Bakery
96,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Lange Muur,51.02891420860036,3.76699374958456,Asian Restaurant
97,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Xavier's Sandwichbar,51.02957432446771,3.7658348988992425,Sandwich Restaurant
98,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Wit Paard,51.02905827253777,3.7668292889572017,Bar
99,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Skateboard Academy,51.027485,3.7595246,Skate Park
100,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Trapkesbrug,51.02441505944343,3.7552840026664622,Bridge
101,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Personal Training Studio Gent,51.02570818576033,3.7563062807034013,Gym and Studio
102,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Pleintje Moscou,51.02671260348006,3.7572169303894043,Park
103,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Eethuis 9050,51.029591,3.76583,Bistro
104,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Cafe Centraal,51.02553464658798,3.757037786659107,Bar
105,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Broodautomaat,51.02883,3.766407,Bakery
106,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Speelplein Merelbeke Flora,51.019971109099565,3.759372677786279,Playground
107,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Danszaal Dream Dance,51.02040837943541,3.7542063136135275,Dance Studio
108,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Verbeke/Rosine,51.025369,3.756859,Bar
109,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Pro Soccer Management,51.027556,3.757162,Arts and Entertainment
110,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Verheire/Filip,51.028025,3.756492,Bakery
111,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Delirium,51.029,3.754287,Bar
112,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,M.T.P. Bvba,51.029595,3.764689,Bakery
113,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,De Gouden Schoen,51.029595,3.764689,Restaurant
114,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,De Meulemeester Sylvester,51.028194,3.766967,Equestrian Facility
115,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Fallstaf,51.031262,3.759195,Bar
116,Moscou - Vogelhoek,51.02592807195837,3.759759140108055,Tang Kam Wing,51.02899,3.766785,Dining and Drinking
117,Wondelgem,51.091412732161984,3.7149991273192327,Dries,51.088609319042845,3.7114153394895943,Park
118,Wondelgem,51.091412732161984,3.7149991273192327,Langeveld,51.089877804355396,3.7073125543809016,Landmarks and Outdoors
119,Wondelgem,51.091412732161984,3.7149991273192327,Bakkerij Aernoudt,51.08949177710738,3.7130133628745763,Bakery
120,Wondelgem,51.091412732161984,3.7149991273192327,Biljarthuis,51.09015481386993,3.7162220615138066,Pool Hall
121,Wondelgem,51.091412732161984,3.7149991273192327,Bakkerij Jonas,51.09280842360713,3.7163653795810654,Bakery
122,Wondelgem,51.091412732161984,3.7149991273192327,Maxine,51.08834879529383,3.709330571528869,Bistro
123,Wondelgem,51.091412732161984,3.7149991273192327,Baptist,51.088529934327106,3.7104702553067708,Brasserie
124,Wondelgem,51.091412732161984,3.7149991273192327,Brasserie Wondelgem,51.09631300496945,3.7150096893310547,Bar
125,Wondelgem,51.091412732161984,3.7149991273192327,Pitta Uludag,51.090411465785344,3.716322918929389,Doner Restaurant
126,Wondelgem,51.091412732161984,3.7149991273192327,Ristorante da Mauro delle Puglie,51.08842211236856,3.709433638597052,Pizzeria
127,Wondelgem,51.091412732161984,3.7149991273192327,Emmanuel de Turcqplein,51.0930557714547,3.712027072906494,Plaza
128,Wondelgem,51.091412732161984,3.7149991273192327,De Frietkampioen,51.089911604418575,3.7194943428039546,Friterie
129,Wondelgem,51.091412732161984,3.7149991273192327,Café De Voerman,51.08868998913823,3.7129949460317104,Bar
130,Wondelgem,51.091412732161984,3.7149991273192327,Bakker Almey,51.09028154016952,3.7181521525981265,Bakery
131,Wondelgem,51.091412732161984,3.7149991273192327,Bakkerij Devos,51.090477282803406,3.7157060440892793,Bakery
132,Wondelgem,51.091412732161984,3.7149991273192327,Park Vroonstalledries,51.08920670248848,3.711206752220586,Park
133,Wondelgem,51.091412732161984,3.7149991273192327,Poco Loco,51.08660782816792,3.7166367071180963,Latin American Restaurant
134,Wondelgem,51.091412732161984,3.7149991273192327,Lokaal Museum Vroonstalle,51.091856902150674,3.711750052886395,History Museum
135,Wondelgem,51.091412732161984,3.7149991273192327,Eat Boutique,51.089851363134485,3.7194995886926234,Sandwich Restaurant
136,Wondelgem,51.091412732161984,3.7149991273192327,Bakkerij Govaert,51.08938366083914,3.712931752362565,Bakery
137,Wondelgem,51.091412732161984,3.7149991273192327,Hof van Vlaanderen,51.08823361165205,3.7090563625607507,Bar
138,Wondelgem,51.091412732161984,3.7149991273192327,Rudy,51.08844242696613,3.7093698181335695,Friterie
139,Wondelgem,51.091412732161984,3.7149991273192327,Pizza Bella,51.09051411999635,3.716060369536287,Pizzeria
140,Wondelgem,51.091412732161984,3.7149991273192327,Hoevestaminee,51.090292,3.713346,Farm
141,Wondelgem,51.091412732161984,3.7149991273192327,TastTwo,51.09001403156733,3.70960637299306,Whisky Bar
142,Wondelgem,51.091412732161984,3.7149991273192327,Café De Zwaan,51.08918474672308,3.7148488081016615,Bar
143,Wondelgem,51.091412732161984,3.7149991273192327,Voordeur Biljardhuis,51.090135,3.716113,Bar
144,Wondelgem,51.091412732161984,3.7149991273192327,Zensatie,51.08930820567473,3.7165871728988034,Yoga Studio
145,Wondelgem,51.091412732161984,3.7149991273192327,Arte Musicale HQ,51.087285341778845,3.712455827696687,Music Venue
146,Wondelgem,51.091412732161984,3.7149991273192327,Café Don Fredo,51.090069,3.719397,Bar
147,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Zwembad Rooigem,51.058870937530806,3.691868169463483,Swimming Pool
148,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,F.C. Rooigem,51.06006939066112,3.687382936477661,Soccer Field
149,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Café Congé,51.06189546941857,3.6963107799462205,Bar
150,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,JIMS Fitness,51.05551391509759,3.6961212078268906,Gym and Studio
151,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Wallebeekmeers,51.06049420590832,3.6857950687408447,Bike Trail
152,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Ganzerik,51.06225495611559,3.6917911469936366,Gastropub
153,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Le Cafe,51.056218974799165,3.6956566437393845,Bar
154,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Bakkerij Den Turk,51.06300041512226,3.697637962374304,Bakery
155,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Acaciapark,51.061025590244,3.6991087248975876,Park
156,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Boerderijpark,51.058460531791226,3.6964837993026753,Park
157,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Biezenpark,51.05885926025846,3.6948120284106314,Park
158,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Ontwateringsmolen,51.05780701523911,3.6864441633224483,Monument
159,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Domino's Pizza Gent Rooigemlaan,51.06126290930428,3.6937960982322693,Pizzeria
160,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,De Frietschap,51.056980474352294,3.6937778776123835,Friterie
161,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Kokerpark,51.057601096542,3.6995242089859883,Park
162,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Tafeltennisclub Rooigem,51.0584439991071,3.693851452911151,Sports Club
163,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Zinniapark,51.063161756326316,3.6995570804847318,Park
164,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Bayram Paşa Bakkerij,51.06204,3.6999028,Bakery
165,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Frituur 't Fonteintje,51.06216574718039,3.6963854523536783,Friterie
166,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Okawa Sushi,51.05582965842384,3.6936246747901955,Sushi Restaurant
167,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Brug aan de hoosmolen,51.05762325560033,3.6867713928222656,Bridge
168,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Grillhuis,51.06228855142179,3.6991876423808354,Turkish Restaurant
169,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Bij' De Vieze Gasten,51.058570934448475,3.7011658398432474,Indie Theater
170,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,'t Kantientje,51.06130167081493,3.686439853254017,Bar
171,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Ahmet Usta Grillhuis,51.062976,3.697899,Turkish Restaurant
172,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Losloopweide,51.06143859452946,3.688508215293453,Dog Park
173,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Dansklub Arabesk,51.0592093482336,3.69632500372402,Dance Studio
174,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Pete’s Barbecue,51.058773,3.692738,BBQ Joint
175,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Ciné Rio,51.059718,3.696769,Movie Theater
176,Brugse Poort - Rooigem,51.05921947020361,3.6927742857093895,Pastoor,51.063263,3.692432,Belgian Restaurant
177,Mariakerke,51.07437934620274,3.676901812318452,Sint Cornelius (Café Sint-Cornelius - Den Boer),51.07292787567875,3.675972731927316,Bar
178,Mariakerke,51.07437934620274,3.676901812318452,Mariakerkeplein,51.07255144869223,3.674881096463043,Plaza
179,Mariakerke,51.07437934620274,3.676901812318452,De Dapper,51.0713522424468,3.680948813019037,Bakery
180,Mariakerke,51.07437934620274,3.676901812318452,Domein Claeys-Boúúaert,51.07686348081286,3.67316722869873,Park
181,Mariakerke,51.07437934620274,3.676901812318452,No Limits Fitness,51.073611042544776,3.679272208390971,Gym and Studio
182,Mariakerke,51.07437934620274,3.676901812318452,Tuana Restaurant,51.07238007902026,3.6796581359637694,Turkish Restaurant
183,Mariakerke,51.07437934620274,3.676901812318452,Muziekcafé 't Schoon Zicht,51.078604171286166,3.6755623754045113,Bar
184,Mariakerke,51.07437934620274,3.676901812318452,Raaf's Tenniscourt,51.071482486270384,3.671468844619636,Tennis Court
185,Mariakerke,51.07437934620274,3.676901812318452,Maurice Claeysplein,51.07205378198276,3.6802928734810685,Park
186,Mariakerke,51.07437934620274,3.676901812318452,Hondenlosloopweide,51.07627788186821,3.6748275367523644,Dog Park
187,Mariakerke,51.07437934620274,3.676901812318452,Gemeentepark,51.079134264302006,3.6799998711130932,Park
188,Mariakerke,51.07437934620274,3.676901812318452,Twinkelcake,51.07373287796806,3.673888514193569,Cupcake Shop
189,Mariakerke,51.07437934620274,3.676901812318452,Café Brouwershuis,51.07207767112677,3.680059473955615,Bar
190,Mariakerke,51.07437934620274,3.676901812318452,'t Half Maantje,51.07453537609959,3.6792786220154143,Tea Room
191,Mariakerke,51.07437934620274,3.676901812318452,Antoine bvba,51.07732184504119,3.6799049377441406,Bar
192,Mariakerke,51.07437934620274,3.676901812318452,Sweet Coffee & Ice,51.07462554998388,3.6793034509971894,Coffee Shop
193,Mariakerke,51.07437934620274,3.676901812318452,Bakker Klaas,51.074963,3.678725,Bakery
194,Mariakerke,51.07437934620274,3.676901812318452,VerZ (VerZ.),51.072166,3.679775,Sandwich Restaurant
195,Mariakerke,51.07437934620274,3.676901812318452,Binnentuin,51.075010562228094,3.6717712492601136,Garden
196,Mariakerke,51.07437934620274,3.676901812318452,Pitta Side,51.07141500792883,3.680921600356726,Doner Restaurant
197,Mariakerke,51.07437934620274,3.676901812318452,Veldje 69,51.073766529283525,3.675598564796386,Bagel Shop
198,Mariakerke,51.07437934620274,3.676901812318452,No Limits Bar,51.07349395751953,3.6794519424438477,Sports Bar
199,Mariakerke,51.07437934620274,3.676901812318452,Kiekenboer Mariakerke,51.07277565231265,3.6747660572855834,Food Truck
200,Mariakerke,51.07437934620274,3.676901812318452,Maxim Galet,51.07249694826075,3.680769203898584,Bar
201,Mariakerke,51.07437934620274,3.676901812318452,Mariakerke Brug Miniramp,51.07739294909869,3.6778598845027406,Skate Park
202,Mariakerke,51.07437934620274,3.676901812318452,Losloopweide,51.07664777842837,3.6749267578125,Dog Park
203,Mariakerke,51.07437934620274,3.676901812318452,Kleuterturnen Gv Gent,51.07752703388193,3.675349196300483,Gymnastics Center
204,Mariakerke,51.07437934620274,3.676901812318452,Vanderstraetens Kinderboerderij,51.07806773831901,3.6743722773690752,Farm
205,Mariakerke,51.07437934620274,3.676901812318452,Visitatie Pleintje,51.072119914013925,3.68046440260877,Plaza
206,Mariakerke,51.07437934620274,3.676901812318452,Arcadians Cricket Club,51.07520947541166,3.6752995031836875,Cricket Ground
207,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,Ghelamco Arena,51.01591456640252,3.733956813812256,Stadium
208,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,Tribune 2,51.01552614379694,3.7342545598945183,Stadium
209,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,Tribune 1,51.015536589552234,3.7334847450256348,Stadium
210,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,HT Zwijnaarde,51.01714296988827,3.727562427520752,Sports Club
211,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,Cafetaria ingang 50,51.02524151891352,3.725802898406982,Cafeteria
212,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,Restaurant UZ,51.02416179411193,3.7294882535934453,Cafeteria
213,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,Cafetaria ingang 12,51.02369278081666,3.728914260864258,Cafeteria
214,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,Tribune 4,51.0161593009987,3.7333968182568804,Stadium
215,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,Tribune 3,51.01603011483803,3.7343318253073745,Soccer Field
216,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,Vossenpark,51.024895,3.7326539,Park
217,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,Henri Storyplein,51.0189228145125,3.725979445939788,Park
218,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,Voetbalveld Henri Story,51.018123263260705,3.726053422558089,Soccer Field
219,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,Buffalo Bistro,51.015443871048646,3.733960601564683,Bistro
220,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,Restaurant Horseele,51.0161865661376,3.733233567499752,Belgian Restaurant
221,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,Pieter Huyssensplein,51.02059864891821,3.7225919838428103,Plaza
222,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,Campusader,51.02416179411193,3.7274980545043945,Bridge
223,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,Bezoekersvak,51.01658600331486,3.7335481465586233,Stadium
224,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,Jan Stassinsplein,51.020647000223654,3.7236595081711608,Plaza
225,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,VIP Lounge,51.01560851170226,3.7327537989543114,Lounge
226,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,Brasserie D-LYS,51.02030937619325,3.7342185750891286,Brasserie
227,Nieuw Gent - UZ,51.02101806992082,3.72989940368823,Perstribune,51.015766075864505,3.7330770492553706,Stadium
